"b_gc","b_invt","logLike"
0,0,-291.121815835177
0,0,0,-291.121815835177
0,-0.0001517312,-0.0011895552,-285.848950648708
0,-0.0123955891750497,-0.000631430701482923,-280.015377743228
0,-0.0124346962517937,-0.000423865457324006,-279.743393398068
0,-0.0123692626954043,-0.000424993470827291,-279.743211367323
0,-0.0123655899622197,-0.000425167500461471,-279.743210875262
0,-0.0123655889517219,-0.000425169291277773,-279.743210875241
0,-0.0123655876221494,-0.000425169297931759,-279.74321087524
